<http://dbpedia.org/ontology/campus>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/mouthDistrict>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/sourcePlace>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/capitalPlace>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/capitalMountain>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/locatedInArea>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/borough>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/sourceConfluencePlace>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation>
<http://dbpedia.org/ontology/largestMetro>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/plant>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/lowestPlace>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/varietals>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/lowestRegion>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/principalArea>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/ethnicGroup>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/highestState>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/lowestPosition>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/highestRegion>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/building>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/animal>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/highestPosition>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/addressInRoad>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/capital>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/regionalLanguage>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/wineProduced>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/highestMountain>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/island>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/lowestMountain>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/highestPlace>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
<http://dbpedia.org/ontology/growingGrape>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf>
