<http://dbpedia.org/ontology/locationCity>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/place>,<http://dbpedia.org/ontology/MilitaryConflict>
<http://dbpedia.org/ontology/seatingCapacity>,<http://dbpedia.org/ontology/Building>
<http://dbpedia.org/ontology/northWestPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/southEastPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/southPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/westPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/nearestCity>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/sovereignCountry>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/northEastPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/northPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/southWestPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/biggestCity>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/eastPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/relatedPlaces>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/distanceToNearestCity>,<http://dbpedia.org/ontology/Settlement>
<http://dbpedia.org/ontology/isCityState>,<http://dbpedia.org/ontology/Settlement>
<http://dbpedia.org/ontology/placeOfWorship>,<http://dbpedia.org/ontology/ClericalAdministrativeRegion>
<http://dbpedia.org/ontology/routeStartLocation>,<http://dbpedia.org/ontology/RouteOfTransportation>
<http://dbpedia.org/ontology/routeEndLocation>,<http://dbpedia.org/ontology/RouteOfTransportation>
<http://dbpedia.org/ontology/governmentCountry>,<http://dbpedia.org/ontology/Island>
<http://dbpedia.org/ontology/governmentPlace>,<http://dbpedia.org/ontology/Island>
<http://dbpedia.org/ontology/managementCountry>,<http://dbpedia.org/ontology/Island>
<http://dbpedia.org/ontology/populationPlace>,<http://dbpedia.org/ontology/EthnicGroup>
<http://dbpedia.org/ontology/numberOfCity>,<http://dbpedia.org/ontology/Continent>
<http://dbpedia.org/ontology/sourceConfluenceCountry>,<http://dbpedia.org/ontology/River>
<http://dbpedia.org/ontology/mouthPlace>,<http://dbpedia.org/ontology/River>
<http://dbpedia.org/ontology/mouthCountry>,<http://dbpedia.org/ontology/River>
<http://dbpedia.org/ontology/sourceConfluencePlace>,<http://dbpedia.org/ontology/River>
<http://dbpedia.org/ontology/lowestPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/mouthPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/nearestCity>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/sovereignCountry>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/governmentPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/managementPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/populationPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/place>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/chiefPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/highestPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/canonizedPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/sourcePlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/capitalPlace>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/biggestCity>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/educationPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/location>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/routeStartLocation>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/routeEndLocation>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/livingPlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/sourceConfluencePlace>,<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/meetingCity>,<http://dbpedia.org/ontology/Settlement>
<http://dbpedia.org/ontology/city>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/foundationPlace>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/beltwayCity>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/locationCity>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/administrativeHeadCity>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/currentCity>,<http://dbpedia.org/ontology/City>
<http://dbpedia.org/ontology/capitalCountry>,<http://dbpedia.org/ontology/Country>
<http://dbpedia.org/ontology/usingCountry>,<http://dbpedia.org/ontology/Country>
<http://dbpedia.org/ontology/governmentCountry>,<http://dbpedia.org/ontology/Country>
<http://dbpedia.org/ontology/country>,<http://dbpedia.org/ontology/Country>
