<http://dbpedia.org/ontology/LineOfFashion>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/TelevisionEpisode>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/MusicalWork>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Software>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/TelevisionSeason>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Database>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Artwork>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Film>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/RadioProgram>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Document>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Cartoon>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/CollectionOfValuables>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/Website>,<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/LaunchPad>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/PowerStation>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/RouteOfTransportation>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Airport>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Station>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Port>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Dike>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Lock>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/RestArea>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/Dam>,<http://dbpedia.org/ontology/Infrastructure>
<http://dbpedia.org/ontology/OldTerritory>,<http://dbpedia.org/ontology/Territory>
<http://dbpedia.org/ontology/Territory>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/GatedCommunity>,<http://dbpedia.org/ontology/PopulatedPlace>
